long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"104.081463, 30.655192",x,x,1,,Korea International Trade Association (Sichuan),韩国贸易协会,Sichuan Department of Commerce,四川省商务厅,South Korea,Trade,促进韩国和四川的经贸合作，促进两国厂商的贸易投资往来。,Sichuan,2018-04-08,"Chongqing, Shaanxi, Sichuan, Yunnan",http://www.kita.org/,http://bj.kita.net/global_pk/cl/index.jsp,四川省成都市锦江区 红星路三段1号国际金融中心一号办公楼35楼1单元3室,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,1,4,"重庆市,四川省,云南省,陕西省",,,
"116.491426, 39.972363",x,x,,,Korea Rural Economic Institute,韩国农村经济研究院,Beijing Bureau of Agriculture and Rural Affairs (formerly Beijing Bureau of Agriculture),北京市农业局,South Korea,"Economic Development, International Relations/Exchange, Law and Governance, Rural Issues/Development",开展有关农业农村经济的调查研究，加强与中国中央及地方政府部门和研究机构间的交流与合作，增进中韩双方农业农村经济政策的相互了解，并积极开展双方研究人员互访交流、申请共同研究课题、举办国际学术研讨会等活动。,Beijing,2018-07-18,China,,,北京市朝阳区 北京市朝阳区酒仙桥路14号院5号楼1至7层101内6层624号,19,,,,,,,,1,,,,,,,,,1,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"121.399929, 31.202444",x,x,,,Korea Textile Center,社团法人韩国纺织品中心,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,"拥有70多家会员工厂,产品以化纤梭织面料为主,可涵盖所有韩国可以生产的化纤梭织面料。从事有关纺织品的市场调研、技术交流工作。",Shanghai,2017-05-31,"Anhui, Chongqing, Fujian, Guangdong, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, Shandong, Shanghai, Xinjiang, Zhejiang",,,上海市长宁区延安西路2299号上海世贸商城7楼07B56 07B58室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,,1,1,1,1,1,,1,1,1,1,,,,1,1,,,,,1,,,1,,1,17,上海市、北京市、河北省、辽宁省、吉林省、黑龙江省、江苏省、浙江省、安徽省、福建省、江西省、山东省、河南省、湖北省、湖南省、广东省、新疆维吾尔自治区,,,
"106.467596, 29.466794",x,x,,,Korea-China Cultural Association,韩中文化协会,Chongqing Culture and Tourism Development Commission,重庆市文化和旅游发展委员会,South Korea,"Arts and Culture, International Relations/Exchange, Media, Tourism, Trade",文化（艺术品及相关服务、文化经济代理、文化出租服务、文化会展服务、广播电视交流合作）、旅游,Chongqing,2019-01-22,China,,http://kcca.chinajob.com/,重庆市大渡口区凤翔路123号,25,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,中国境内,,,
"112.893569, 28.215941",x,x,,,Korea-China Friendship Exchange Council,社团法人韩中友好交流协议会,Hunan Department of Commerce,湖南省商务厅,South Korea,"Civil Society Capacity-Building, International Relations/Exchange",以韩国的地方自治团体、民间企业及社会团体为中心， 与中国的各机构及人士建立友好关系，推进国际合作、民间公共外交等等。,Hunan,2018-04-11,Hunan,,,湖南省长沙市岳麓区 高新区麓谷大道662号长沙软件园二楼国际科技商务平台005室,16,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,湖南省,,,
"121.482667, 31.17274",x,x,,The,Korean Commercial Arbitration Board,韩国大韩商事仲裁院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-10-26,"Beijing, Fujian, Guangdong, Jiangsu, Liaoning, Shandong, Shanghai, Zhejiang",,,上海市浦东新区 耀华路488号耀华大厦21楼2101室,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,1,,1,8,"北京市,辽宁省,上海市,江苏省,浙江省,福建省,山东省,广东省",,,
"116.47781, 39.990603",x,x,,,Korean Copyright Commission,韩国著作权委员会,National Copyright Administration,国家新闻出版广电总局（国家版权局),South Korea,Trade,韩国著作权人的著作权认证和保护相关联络工作，创作者权益保护相关研究、联络工作，举办相关活动	,Beijing,2017-05-31,China,,,北京市朝阳区 望京园602号楼24层2811,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中华人民共和国 ,,,
"116.454504, 39.920267",x,x,,,Korean Film Council,电影振兴委员会,"National Radio and Television Administration (formerly State Administration of Press, Publication, Radio, Film and Television)",国家新闻出版广电总局,South Korea,"Arts and Culture, Trade",为隶属机构提供市场调查及联络服务（不得开展经营活动收取费用,Beijing,2017-06-26,China,http://www.koreanfilm.or.kr/jsp/index.jsp,http://chi.koreanfilm.or.kr/main/,北京市朝阳区 朝外大街乙6号9层1022,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国境内,,,
"121.404075, 31.202436",x,x,,,Kumamoto Trade Association,日本一般社团法人熊本县贸易协会,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流，为促进两地间贸易往来进行业务联络。,Shanghai,2017-09-18,China,,,上海市长宁区 上海市延安西路2201号上海国际贸易中心1718室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"112.892921, 28.215545",x,x,,,Lake Biwa Tourism Promotion Association,公益社团法人琵琶湖观光促进会,Hunan People’s Government Office of Foreign Affairs,湖南省人民政府外事办公室,Japan,"Tourism, Trade",(1)促进滋贺县与湖南省的友好城市工作的开展； (2)促进滋贺县与湖南省的经贸交流； (3)促进滋贺县与湖南省的旅游观光交流；,Hunan,2019-06-12,Hunan,N/A,N/A,湖南省长沙市岳麓区 麓谷大道662号长沙软件园国际科技商务平台二楼012室,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,湖南省,,,
"116.445557, 39.909298",x,x,,,Landesa,农村发展研究所,Ministry of Agriculture and Rural Affairs (formerly Ministry of Agriculture),中华人民共和国农业部,United States,"Agriculture, Environment, Gender Issues, Law and Governance, Poverty Alleviation, Rural Issues/Development",农村土地政策研究，农村发展与扶贫，农业可持续发展，妇女土地权益研究与保护,Beijing,2018-05-21,China,https://www.landesa.org/,,北京市朝阳区 建国门外大街9号7号楼2单元031室,17,,1,,,,,,,,,1,,1,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,中国境内,,,
"116.45748, 39.93127",x,x,,,Le Comité d'Echanges Franco-Chinois (CEFC),法国巴黎大区工商会,Beijing Commission of Commerce,北京市商务委员会,France,"International Relations/Exchange, Law and Governance, Trade",代表巴黎大区工商会及其各专项职能，联络中国各级官方机构和组织，并与法国驻华机构和组织进行沟通和合作；配合商会国际与欧洲事务部，为法国企业提供有关在中国市场发展的各类咨询服务；为商会各机构的中国项目提供协助，特别是教育培训项目和会展项目；和法国团队，尤其是法中交流委员会，为中国高级官方代表团和商务考察团提供服务，比如在法国组织推介会、商务洽谈和培训。,Beijing,2017-12-12,"Beijing, Guangdong, Shanghai, Sichuan",,http://www.cefc-paris.fr/faguo-bali-daqu-jian-jie/,北京市朝阳区工人体育场北路4号81号楼227室,12,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,3,4,"北京市,上海市,广东省,四川省",,,
"116.458844, 39.918949",x,x,,,Lee Shau Kee Foundation,李兆基基金,Ministry of Education,中华人民共和国教育部,Hong Kong,Education,以教育领域为主的慈善捐助,Beijing,2017-09-22,China,,,北京市朝阳区 东三环中路一号环球金融中心办公楼西楼5层04号,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"102.247637, 27.880785",x,x,,The,Leprosy Project,清风福康计划有限公司,Sichuan Health Commission (formerly Sichuan Health and Family Planning Commission),四川省卫生和计划生育委员会,Hong Kong,"Health, Infrastructure, Youth",麻风病康复者残疾预防、社区卫生健康促进、社区儿童营养改善、社会麻风病知识宣传、社区基础设施修建设,Sichuan,2017-05-27,Sichuan,http://www.theleprosyproject.org/,,四川省凉山彝族自治州西昌市 航天大道二段州疾控中心A-11-4,5,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,四川省,,,
"116.431826, 39.988442",x,x,,,Lipoid Stiftung,利保益基金会,Ministry of Civil Affairs,民政部,Germany,"Education, Health, Poverty Alleviation, Youth",助食，即提供营养食品及资金；助养，即提供寄养服务及资金；助学，提供就学机会和费用；助医，包括提供医疗费用、联系义务医疗队，提供心理咨询与心理辅导帮助等；培训，提供儿童护理、寄养及医疗知识培训。,Beijing,2017-01-23,China,http://www.lipoid-stiftung.de/en/homepage/,,北京市朝阳区芍药居北里101号1幢7层2座818,1,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国,,,
"121.486922, 31.181347",x,x,,,Logistics Alliance Germany,德国物流联盟,Shanghai Commission of Transport,上海市交通委,Germany,Trade,为资深的物流供应商、物流网络，以及德国的经济和政府部门提供一对一的免费服务，扩大交流平台，加强中德产业对话， 将港口、生产商和物流服务商等与德国的合作伙伴建立联系，从而促成并加强两国之间的合作,Shanghai,2019-05-31,China,https://www.logistics-alliance-germany.com/,https://www.logistics-alliance-germany.cn/,上海市浦东新区国耀路211号8楼,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"117.256796, 31.869657",x,x,,,Love Without Borders Foundation,爱心无国界基金会,Anhui Health Commission (formerly Anhui Health and Family Planning Commission),安徽省卫生和计划生育委员会,United States,"Disabilities, Education, Health, International Relations/Exchange, Labor, Poverty Alleviation, Youth",1. 为福利院孤残儿童提供助医、寄养、养育、助学、营养、康复、员工培训等资助。2. 为贫困家庭病残儿童和留守儿童提供助医、助学、康复等救助 。3. 组织中外医疗机构进行医疗交流与援助合作 。,Anhui,2017-12-05,China,http://www.love-international.org/,http://cn.love-international.org/,安徽省合肥市蜀山区清溪路翠竹园B区106栋603室,12,,,,,,1,,,1,,,,,1,,,1,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,中国境内,,,
"112.893165, 28.214438",x,x,,,Macao Federal Commercial Association of Wine and Food Industries in Portuguese-Speaking Countries and Regions,澳门葡语系国家地区酒类及食品联合商会,Hunan Department of Commerce,商务厅,Macau,Trade,举办各类展销会及推广会，推广优秀的葡语系国家产品。按照国家规定，为会员提供咨询服务，帮助建立广泛的营销网络。加强各地区酒类及食品类商人与葡语系国家地区的联系，促进贸易合作。,Hunan,2018-04-11,Hunan,,,湖南省长沙市岳麓区麓谷大道662号,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,湖南省,,,
"113.577807, 22.275311",x,x,,,Macao Federation of Trade Unions,澳门工会联合总会,Guangdong Federation of Trade Unions,广东省总工会,Macau,International Relations/Exchange,协助在粤居住、学习、工作、养老、经商的澳门居民提供适切的协助、援助和咨询服务。,Guangdong,2018-08-13,Guangdong,,http://faom.org.mo/portal.php,广东省珠海市香洲区 康宁路113號綜合樓,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,广东省,,,
"116.442344, 39.922904",,x,,,Macao Tong Chai Charity Association,澳门同济慈善会,State Council Hong Kong and Macau Affairs Office,国务院港澳事务办公室,Macau,"Civil Society Capacity-Building, Education, Youth",支持慈善、教育及文化工作；支持为青少年儿童提供优质教育机会，支持青少年儿童健康成长；支持青年人才培养；推动中国公益慈善及社会创新事业的健康发展。,Beijing,2019-11-27,China,http://tongchai.org.cn/en/,http://tongchai.org.cn/zh/,北京市朝阳区 朝外大街乙12号办公楼昆泰国际大厦2305室,35,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"113.524784, 22.237018",x,x,,,Macau International Investment Association,澳门国际投资协会,Guangdong Department of Commerce,广东省商务厅,Macau,"Economic Development, Trade",澳门及大湾区城市商业交流、合作及配对服务；澳门及葡语系国家贸易产品推广及展示服务。,Guangdong,2019-11-06,Guangdong,,http://miiamacau.org/,广东省珠海市香洲区 粤海西路17号8栋305房,35,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,广东省,,,
"112.882960, 28.230367",x,x,,,Malaysia-China Friendship Association,马中友好协会,Hunan Department of Commerce,湖南省商务厅,Malaysia,"Arts and Culture, Education, Sport, Trade",以促进贸易为主，以及文化、教育、经济、社会与体育领域上的合作，举办及推进社会、文化、教育、商业及体育领域的活动,Hunan,2019-05-06,Hunan,N/A,http://www.ppmc.com.my/,湖南省长沙市岳麓区 长沙高新区麓谷大道662号长沙软件园后栋二楼长沙高新区国际科技商务平台015办公室,29,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,1,湖南省,,,
"121.456915, 31.229054",x,x,,,Malaysian Palm Oil Council,马来西亚棕榈油委员会,Shanghai Commission of Commerce,上海市商务委员会,Malaysia,Trade,从事有关在华棕榈油贸易的信息交流、市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-05-31,China,,http://www.mpoc.org.cn/,上海市静安区南京西路1038号梅龙镇广场1610B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.47477, 31.223428",x,x,,,Malaysian Rubber Export Promotion Council,马来西亚橡胶出口促进委员会,Shanghai Commission of Commerce,商务委员会,Malaysia,Trade,从事有关马来西亚橡胶产品的产品介绍、市场调研、技术交流,Shanghai,2017-09-11,China,http://www.mrepc.com,http://www.mrepc.com/cn/,上海市黄浦区淮海中路283号香港广场南座1708室 邮编200021,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.448956, 31.226369",x,x,,,Mechanical Engineering Industry Association,机械设备制造业联合会,Shanghai Commission of Commerce,上海市商务委员会,Germany,Trade,从事为本协会成员收集市场信息以及数据并提供商务和技术交流的联系工作。,Shanghai,2017-05-31,"Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Shanghai, Yunnan, Zhejiang",,,上海市静安区南京西路1486号东海广场1801C室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,1,1,,,,1,1,,1,1,,,,,,,1,,,,,,,1,1,,1,13,上海市、江苏省、浙江省、安徽省、福建省、江西省、湖北省、湖南省、广东省、广西壮族自治区、海南省、贵州省、云南省,,,
"116.437521, 39.910932",x,x,,,Mercy Corps,国际美慈组织,State Council Leading Group Office of Poverty Alleviation and Development General Affairs Department,国务院扶贫开发领导小组办公室,United States,"Civil Society Capacity-Building, Disaster Relief, International Relations/Exchange, Poverty Alleviation",在中国境内开展针对受贫困和重大灾难影响的人群的扶贫、救灾项目活动，以及开展针对中国机构在扶贫、救灾工作领域的能力建设活动，包括培训、会议、交流访问等。,Beijing,2018-02-09,China,https://www.mercycorps.org/countries/china,,北京市朝阳区 建国门外秀水街1号建外外交公寓7-2-73,14,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"116.458366, 39.911308",x,x,,,Milstein Medical Asian American Partnership Foundation,米尔斯坦亚美医学基金会,State Administration of Foreign Experts Affairs (under the Ministry of Science and Technology),中华人民共和国国家外国专家局,United States,"Health, International Relations/Exchange",与中国医疗卫生机构开展广泛合作，为发展老年医学，皮肤病学，血液病学，转化医学以及生殖医学（体外受精）等领域提供基金支持,Beijing,2018-07-06,China,http://www.mmaapf.org/en/,http://www.mmaapf.org/cn/,北京市朝阳区 建国门外大街1号，国贸大厦1座18楼20B，21-22，邮编100004,19,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国境内,,,
"121.647482, 38.922211",x,x,,,Miyagi Prefecture International Economic Revitalization Association,日本公益社团法人宫城县国际经济振兴协会,Liaoning Department of Commerce,辽宁省商务厅,Japan,"International Relations/Exchange, Tourism, Trade",中日地方民间事物的交流访问协调 对宫城县企业在中国开展业务提供协助 对中国企业进行招商引资 宫城县旅游观光的推介,Liaoning,2017-11-09,"Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Tianjin, Tibet, Yunnan, Zhejiang",,,辽宁省大连市中山区 人民路15号 国际金融大厦13层C,11,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,3,30,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区",,,
"121.475654, 31.224537",x,x,,,Miyazaki Local Products and Trade Promotion Center,日本公益社团法人宫崎县物产贸易振兴中心,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸来往进行业务联络。,Shanghai,2017-05-31,China,http://www.m-tokusan.or.jp/en/,,上海市黄浦区淮海中路222号力宝广场26楼28室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.460558, 39.929443",x,x,,,Mongolian National Chamber of Commerce and Industry,蒙古国工商会,Beijing Commission of Commerce,北京市商务委员会,Mongolia,Trade,经济-经贸交流与投资合作、业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流。,Beijing,2017-05-19,Beijing,http://www.mongolchamber.mn/en/,http://www.mongolchamber.mn/cn/,北京市朝阳区东三环北路甲19号楼9层1005内B159室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,北京市,,,
"116.460445, 39.906327",x,x,,,Motion Picture Association of America,美国电影协会,National Copyright Administration,国家新闻出版广电总局（国家版权局,United States,"Arts and Culture, Trade",境外影视作品著作权认证；涉及成员公司影视作品的维权事宜；组织有关版权保护、影视相关行业交流合作的各种活动。,Beijing,2017-06-23,China,http://www.mpaa.org/,,北京市朝阳区东三环中路39号院16号楼4层0508室,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国境内,,,
"104.068334, 30.636497",x,x,1,,MSI Professional Services (Sichuan),国际专业服务机构有限公司,Sichuan Health Commission (formerly Sichuan Health and Family Planning Commission),四川省卫生和计划生育委员会,Hong Kong,"Education, Environment, Health, Poverty Alleviation",在四川与公益性事业单位和社会组织开展卫生、教育与济困救灾等方面的合作,Sichuan,2017-03-28,China,http://msips.org/en_GB/,http://msips.org/zh_HK/,四川省成都市武侯区 林荫街9号翠海庭8-3-502,3,,,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,"广东省,云南省,陕西省,安徽省,宁夏回族自治区,湖北省,山东省,江西省,青海省,新疆维吾尔自治区,新疆兵团,贵州省,吉林省,重庆市,天津市,辽宁省,山西省,河南省,内蒙古自治区,海南省,四川省,福建省,甘肃省,西藏自治区,广西壮族自治区,江苏省,黑龙江省,上海市,浙江省,湖南省,河北省,北京市",,,
"102.683852, 25.044225",x,x,1,,MSI Professional Services (Yunnan),国际专业服务机构有限公司,Yunnan Health Commission (formerly Yunnan Health and Family Planning Commission),云南省卫生和计划生育委员会,Hong Kong,"Disaster Relief, Education, Health, Poverty Alleviation",在滇与公益性事业单位和社会组织开展医疗卫生、教育与济困、救灾等方面的合作,Yunnan,2017-04-10,Yunnan,http://msips.org/en_GB/,http://msips.org/zh_HK/,云南省昆明市西山区人民西路保利六合2栋7楼711室,4,,,,,,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,云南省,,,
"116.437396, 39.908288",x,x,,,Multimedia Revitalization Center,一般财团法人多媒体振兴中心,Beijing Commission of Economy and Informatization,北京市经济和信息化委员会,Japan,"International Relations/Exchange, Law and Governance, Media",对中国的信息通信等领域的政策、动向等进行调查研究，和中国相关机构进行合作、配合以及交流等，推进中日信息通信领域的发展。,Beijing,2018-01-10,Beijing,,,北京市朝阳区 建国门外大街26号长富宫办公楼3002室,13,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,北京市,,,
"121.404986, 31.202509",x,x,,,Nagano Prefecture Small- and Medium-Sized Enterprise Revitalization Center,日本公益财团法人长野县中小企业振兴中心,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流，为促进两地间经贸往来进行业务联系。,Shanghai,2017-05-31,China,,,上海市长宁区延安西路2201号上海国际贸易中心2110室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.404075, 31.202463",x,x,,,Nagasaki Trade Association,日本一般社团法人长崎县贸易协会,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流，市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-09-18,"Fujian, Hubei, Jilin, Liaoning, Shanghai",,,上海市长宁区 延安西路2201号上海国际贸易中心2002室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,1,5,"辽宁省,吉林省,上海市,福建省,湖北省",,,
"116.465818, 39.979275",x,x,,,National Federation of Fisheries Cooperatives,水产业协同组合中央会,Beijing Commission of Commerce,北京市商务委员会,South Korea,Trade,从事中韩两国之间有关水产业经济和贸易的业务联络,Beijing,2017-06-06,"Beijing, Gansu, Hebei, Heilongjiang, Inner Mongolia, Jilin, Liaoning, Ningxia, Qinghai, Tianjin",,,北京市朝阳区 阜通东大街1号院3号楼13层3单元131609室,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,,,,1,,,1,1,1,1,,,,,,1,,,,,,,1,10,"吉林省,宁夏回族自治区,青海省,天津市,辽宁省,内蒙古自治区,甘肃省,黑龙江省,河北省,北京市",,,
"116.459383, 39.911993",x,x,,,National Geographic Society,国家地理学会,National Forestry and Grassland Administration (formerly State Forestry Administration),国家林业和草原局,United States,"Education, Environment, International Relations/Exchange",生态保护、科学探索、教育、交流,Beijing,2019-06-17,"Beijing, Gansu, Guangdong, Hainan, Heilongjiang, Inner Mongolia, Jilin, Qinghai, Shaanxi, Shanghai, Shanxi, Sichuan, Yunnan",https://www.nationalgeographic.org/,N/A,北京市朝阳区 建国门外大街1号院16号楼23层2329,30,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,1,,,1,,,1,1,,1,1,1,,,,,1,,,3,13,"北京市,山西省,内蒙古自治区,吉林省,黑龙江省,上海市,广东省,海南省,四川省,云南省,陕西省,甘肃省,青海省",,,
"116.462906, 39.920675",x,x,,,Natural Resources Defense Council,自然资源保护协会,National Forestry and Grassland Administration (formerly State Forestry Administration),国家林业局,United States,Environment,开展生态环境保护、应对气候变化、可持续发展领域的合作并推广最佳实践,Beijing,2017-11-17,"Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guizhou, Hebei, Henan, Hunan, Inner Mongolia, Jiangsu, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Zhejiang",http://www.nrdc.cn/,http://www.nrdc.cn/,北京市朝阳区 东三环北路38号泰康金融大厦1706室,11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,,1,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,1,18,"北京市,河北省,山西省,内蒙古自治区,上海市,江苏省,浙江省,安徽省,福建省,山东省,河南省,湖北省,湖南省,广东省,重庆市,四川省,贵州省,陕西省,甘肃省",,,
"116.445108, 39.90921",x,x,,The ,Nature Conservancy,大自然保护协会,National Forestry and Grassland Administration (formerly State Forestry Administration),国家林业局,United States,"Animal Protection, Environment",生物多样性、海洋、森林资源、水资源、湿地、野生动植物保护，气候变化，荒漠化防治，保护区、国家公园、风景名胜区、森林公园建设，污染防治，能源，农业，水利及住建城乡建设等方面的工作。,Beijing,2017-05-19,China,https://www.nature.org/ourinitiatives/regions/asiaandthepacific/china/index.htm,,北京市朝阳区建外大街9号齐家园外交公寓4-1,5,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国境内,,,"Arlington, VA"
